ORDERNUMBER,ORDERLINENUMBER,ORDERDATE,STATUS,PRODUCTLINE,PRODUCTCODE,QUANTITYORDERED,PRICEEACH,SALES,MSRP,PRECIO_UNITARIO
10206,10,2003-12-05,Shipped,Vintage Cars,S24_4258,33,97.39,3213.87,97,97.39
10206,11,2003-12-05,Shipped,Vintage Cars,S18_3320,28,87.3,2444.4,99,87.3
10207,1,2003-12-09,Shipped,Classic Cars,S18_4027,40,100.0,6146.8,143,153.67000000000002
10207,3,2003-12-09,Shipped,Classic Cars,S24_4048,28,100.0,2980.6,118,106.45
10207,4,2003-12-09,Shipped,Classic Cars,S24_1444,49,46.82,2294.18,57,46.81999999999999
10207,6,2003-12-09,Shipped,Classic Cars,S18_2238,44,100.0,7060.24,163,160.46
10207,8,2003-12-09,Shipped,Classic Cars,S24_2840,42,29.7,1247.4,35,29.700000000000003
10207,11,2003-12-09,Shipped,Classic Cars,S18_3232,25,100.0,3937.25,169,157.49
10207,15,2003-12-09,Shipped,Classic Cars,S10_4962,31,100.0,4076.19,147,131.49
10208,2,2004-01-02,Shipped,Vintage Cars,S24_3151,20,89.4,1788.0,88,89.4
10208,8,2004-01-02,Shipped,Vintage Cars,S18_4522,45,87.77,3949.65,87,87.77
10208,9,2004-01-02,Shipped,Vintage Cars,S18_3140,24,100.0,2622.48,136,109.27
10208,12,2004-01-02,Shipped,Classic Cars,S12_3891,20,100.0,3114.4,173,155.72
10208,13,2004-01-02,Shipped,Classic Cars,S12_1108,46,100.0,8602.92,207,187.02
10208,14,2004-01-02,Shipped,Classic Cars,S12_3148,26,100.0,3142.36,151,120.86
10209,2,2004-01-09,Shipped,Vintage Cars,S24_3420,36,77.59,2793.24,65,77.58999999999999
10209,5,2004-01-09,Shipped,Vintage Cars,S18_3856,20,100.0,2498.6,105,124.92999999999999
10209,7,2004-01-09,Shipped,Vintage Cars,S24_3816,22,89.73,1974.06,83,89.73
10209,8,2004-01-09,Shipped,Classic Cars,S10_4757,39,100.0,5197.92,136,133.28
10210,10,2004-01-12,Shipped,Vintage Cars,S32_4289,39,59.16,2307.24,68,59.16
10210,11,2004-01-12,Shipped,Vintage Cars,S50_1341,43,41.02,1763.86,43,41.019999999999996
10211,1,2004-01-15,Shipped,Classic Cars,S24_3371,48,48.98,2351.04,61,48.98
10211,2,2004-01-15,Shipped,Classic Cars,S12_1099,41,100.0,7498.9,194,182.89999999999998
10211,3,2004-01-15,Shipped,Classic Cars,S12_3990,28,92.57,2591.96,79,92.57000000000001
10211,4,2004-01-15,Shipped,Classic Cars,S18_3482,28,100.0,3745.28,146,133.76000000000002
10211,5,2004-01-15,Shipped,Classic Cars,S18_3278,35,78.0,2730.0,80,78.0
10211,6,2004-01-15,Shipped,Classic Cars,S24_4620,22,92.16,2027.52,80,92.16
10211,7,2004-01-15,Shipped,Classic Cars,S18_4721,41,100.0,5673.58,148,138.38
10212,1,2004-01-16,Shipped,Classic Cars,S24_2766,45,88.14,3966.3,90,88.14
10212,2,2004-01-16,Shipped,Classic Cars,S24_3191,27,79.62,2149.74,85,79.61999999999999
10212,3,2004-01-16,Shipped,Classic Cars,S24_1046,41,82.31,3374.71,73,82.31
10212,4,2004-01-16,Shipped,Classic Cars,S24_3432,46,87.81,4039.26,107,87.81
10212,5,2004-01-16,Shipped,Classic Cars,S24_1628,45,53.33,2399.85,50,53.33
10212,6,2004-01-16,Shipped,Classic Cars,S18_1589,38,100.0,4492.36,124,118.21999999999998
10212,7,2004-01-16,Shipped,Classic Cars,S18_2870,40,100.0,4910.4,132,122.75999999999999
10212,8,2004-01-16,Shipped,Classic Cars,S18_3685,45,100.0,6357.6,141,141.28
10212,9,2004-01-16,Shipped,Classic Cars,S18_1984,41,100.0,4840.87,142,118.07
10212,10,2004-01-16,Shipped,Classic Cars,S18_1129,29,100.0,4186.73,141,144.36999999999998
10212,11,2004-01-16,Shipped,Classic Cars,S18_3232,40,100.0,5554.4,169,138.85999999999999
10212,12,2004-01-16,Shipped,Classic Cars,S24_2972,34,43.42,1476.28,37,43.42
10212,13,2004-01-16,Shipped,Classic Cars,S24_3856,49,100.0,6949.67,140,141.83
10212,14,2004-01-16,Shipped,Classic Cars,S18_1889,20,66.99,1339.8,77,66.99
10212,15,2004-01-16,Shipped,Classic Cars,S12_4675,33,100.0,4180.44,115,126.67999999999999
10212,16,2004-01-16,Shipped,Classic Cars,S12_3380,39,100.0,4946.76,117,126.84
10213,1,2004-01-22,Shipped,Vintage Cars,S18_4409,38,94.79,3602.02,92,94.79
10213,2,2004-01-22,Shipped,Classic Cars,S18_4933,25,83.39,2084.75,71,83.39
10213,3,2004-01-22,Shipped,Classic Cars,S24_2887,27,100.0,2790.45,117,103.35
10214,1,2004-01-26,Shipped,Vintage Cars,S18_2795,50,100.0,9534.5,168,190.69
10214,2,2004-01-26,Shipped,Vintage Cars,S24_2022,49,47.94,2349.06,44,47.94
10214,3,2004-01-26,Shipped,Vintage Cars,S24_1937,20,34.19,683.8,33,34.19
10214,4,2004-01-26,Shipped,Vintage Cars,S18_2325,27,100.0,3604.23,127,133.49
10214,5,2004-01-26,Shipped,Vintage Cars,S24_3969,44,34.88,1534.72,41,34.88
10214,6,2004-01-26,Shipped,Vintage Cars,S18_2248,21,62.96,1322.16,60,62.96
10214,7,2004-01-26,Shipped,Vintage Cars,S18_1749,30,100.0,5967.0,170,198.9
10215,1,2004-01-29,Shipped,Vintage Cars,S18_4668,46,45.28,2082.88,50,45.28
10215,3,2004-01-29,Shipped,Classic Cars,S10_1949,35,100.0,6075.3,214,173.58
10215,4,2004-01-29,Shipped,Vintage Cars,S18_2949,49,100.0,5510.05,101,112.45
10215,5,2004-01-29,Shipped,Vintage Cars,S18_3136,49,100.0,5285.14,104,107.86000000000001
10215,6,2004-01-29,Shipped,Vintage Cars,S18_2957,31,58.71,1820.01,62,58.71
10215,7,2004-01-29,Shipped,Vintage Cars,S24_4258,39,90.57,3532.23,97,90.57000000000001
10215,8,2004-01-29,Shipped,Vintage Cars,S18_3320,41,100.0,4555.92,99,111.12
10215,9,2004-01-29,Shipped,Vintage Cars,S18_1367,33,43.13,1423.29,53,43.129999999999995
10215,10,2004-01-29,Shipped,Vintage Cars,S18_1342,27,89.38,2413.26,102,89.38000000000001
10217,4,2004-02-04,Shipped,Classic Cars,S10_4962,48,100.0,7020.48,147,146.26
10217,6,2004-02-04,Shipped,Classic Cars,S700_2824,31,88.0,2728.0,101,88.0
10219,1,2004-02-10,Shipped,Classic Cars,S18_2238,43,100.0,8448.64,163,196.48
10219,3,2004-02-10,Shipped,Classic Cars,S24_2840,21,40.31,846.51,35,40.31
10220,1,2004-02-12,Shipped,Classic Cars,S12_3891,27,100.0,5045.22,173,186.86
10220,2,2004-02-12,Shipped,Classic Cars,S12_1108,32,100.0,7181.44,207,224.42
10220,3,2004-02-12,Shipped,Classic Cars,S12_3148,30,100.0,4713.6,151,157.12
10220,5,2004-02-12,Shipped,Classic Cars,S18_4027,50,100.0,8258.0,143,165.16
10220,7,2004-02-12,Shipped,Classic Cars,S24_4048,37,100.0,5032.74,118,136.01999999999998
10220,8,2004-02-12,Shipped,Classic Cars,S24_1444,26,56.07,1457.82,57,56.07
10221,2,2004-02-18,Shipped,Vintage Cars,S18_4522,39,89.53,3491.67,87,89.53
10221,3,2004-02-18,Shipped,Vintage Cars,S18_3140,33,100.0,4417.38,136,133.86
10222,6,2004-02-19,Shipped,Vintage Cars,S24_3420,43,70.35,3025.05,65,70.35000000000001
10222,9,2004-02-19,Shipped,Vintage Cars,S18_3856,45,85.75,3858.75,105,85.75
10222,11,2004-02-19,Shipped,Vintage Cars,S24_3816,46,80.51,3703.46,83,80.51
10222,12,2004-02-19,Shipped,Classic Cars,S10_4757,49,100.0,5997.6,136,122.4
10222,14,2004-02-19,Shipped,Vintage Cars,S24_3151,47,70.81,3328.07,88,70.81
10223,12,2004-02-20,Shipped,Vintage Cars,S32_4289,20,66.04,1320.8,68,66.03999999999999
10223,13,2004-02-20,Shipped,Vintage Cars,S50_1341,41,46.26,1896.66,43,46.260000000000005
10225,1,2004-02-22,Shipped,Classic Cars,S18_1129,32,100.0,4529.28,141,141.54
10225,2,2004-02-22,Shipped,Classic Cars,S18_3232,43,100.0,6407.86,169,149.01999999999998
10225,3,2004-02-22,Shipped,Classic Cars,S24_2972,42,36.63,1538.46,37,36.63
10225,4,2004-02-22,Shipped,Classic Cars,S24_3856,40,100.0,4550.0,140,113.75
10225,5,2004-02-22,Shipped,Classic Cars,S18_1889,47,64.68,3039.96,77,64.68
10225,6,2004-02-22,Shipped,Classic Cars,S12_4675,21,100.0,2684.43,115,127.83
10225,7,2004-02-22,Shipped,Classic Cars,S12_3380,25,99.82,2495.5,117,99.82
10225,8,2004-02-22,Shipped,Classic Cars,S24_3371,24,50.21,1205.04,61,50.21
10225,9,2004-02-22,Shipped,Classic Cars,S12_1099,27,100.0,4517.91,194,167.32999999999998
10225,10,2004-02-22,Shipped,Classic Cars,S12_3990,37,77.41,2864.17,79,77.41
10225,11,2004-02-22,Shipped,Classic Cars,S18_3482,27,100.0,4564.08,146,169.04
10225,12,2004-02-22,Shipped,Classic Cars,S18_3278,37,95.69,3540.53,80,95.69000000000001
10225,13,2004-02-22,Shipped,Classic Cars,S24_4620,46,70.33,3235.18,80,70.33
10225,14,2004-02-22,Shipped,Classic Cars,S18_4721,35,100.0,5260.15,148,150.29
10226,1,2004-02-26,Shipped,Classic Cars,S24_1046,21,60.26,1265.46,73,60.260000000000005
10226,2,2004-02-26,Shipped,Classic Cars,S24_3432,48,92.09,4420.32,107,92.08999999999999
10226,3,2004-02-26,Shipped,Classic Cars,S24_1628,36,43.27,1557.72,50,43.27
10226,4,2004-02-26,Shipped,Classic Cars,S18_1589,38,100.0,4161.38,124,109.51
10226,5,2004-02-26,Shipped,Classic Cars,S18_2870,24,100.0,3231.36,132,134.64000000000001
10226,6,2004-02-26,Shipped,Classic Cars,S18_3685,46,100.0,7343.9,141,159.65
10226,7,2004-02-26,Shipped,Classic Cars,S18_1984,24,100.0,3892.08,142,162.17
10227,1,2004-03-02,Shipped,Vintage Cars,S18_3320,33,100.0,3666.96,99,111.12
10227,2,2004-03-02,Shipped,Vintage Cars,S18_1367,31,48.52,1504.12,53,48.519999999999996
10227,3,2004-03-02,Shipped,Vintage Cars,S18_1342,25,100.0,2953.75,102,118.15
10227,4,2004-03-02,Shipped,Vintage Cars,S18_2795,29,100.0,5579.02,168,192.38000000000002
10227,5,2004-03-02,Shipped,Vintage Cars,S24_2022,24,48.38,1161.12,44,48.379999999999995
10227,6,2004-03-02,Shipped,Vintage Cars,S24_1937,42,29.21,1226.82,33,29.209999999999997
10227,7,2004-03-02,Shipped,Vintage Cars,S18_2325,46,100.0,7017.76,127,152.56
10227,8,2004-03-02,Shipped,Vintage Cars,S24_3969,27,43.9,1185.3,41,43.9
10227,9,2004-03-02,Shipped,Vintage Cars,S18_2248,28,50.85,1423.8,60,50.85
10227,10,2004-03-02,Shipped,Vintage Cars,S18_1749,26,100.0,3712.8,170,142.8
10227,11,2004-03-02,Shipped,Vintage Cars,S18_4409,34,100.0,3566.94,92,104.91
10227,12,2004-03-02,Shipped,Classic Cars,S18_4933,37,57.73,2136.01,71,57.730000000000004
10227,13,2004-03-02,Shipped,Classic Cars,S24_2887,33,100.0,4340.49,117,131.53
10227,14,2004-03-02,Shipped,Classic Cars,S24_2766,47,88.14,4142.58,90,88.14
10227,15,2004-03-02,Shipped,Classic Cars,S24_3191,40,79.62,3184.8,85,79.62
10228,2,2004-03-10,Shipped,Classic Cars,S10_1949,29,100.0,6463.23,214,222.86999999999998
10228,3,2004-03-10,Shipped,Vintage Cars,S18_2949,24,100.0,2504.4,101,104.35000000000001
10228,4,2004-03-10,Shipped,Vintage Cars,S18_3136,31,100.0,3181.53,104,102.63000000000001
10228,5,2004-03-10,Shipped,Vintage Cars,S18_2957,45,63.71,2866.95,62,63.709999999999994
10228,6,2004-03-10,Shipped,Vintage Cars,S24_4258,33,100.0,3406.59,97,103.23
10229,2,2004-03-11,Shipped,Classic Cars,S24_2840,33,32.88,1085.04,35,32.879999999999995
10229,5,2004-03-11,Shipped,Classic Cars,S18_3232,22,100.0,4172.52,169,189.66000000000003
10229,9,2004-03-11,Shipped,Classic Cars,S10_4962,50,100.0,6426.5,147,128.53
10229,11,2004-03-11,Shipped,Classic Cars,S700_2824,50,100.0,5614.0,101,112.28
10229,14,2004-03-11,Shipped,Vintage Cars,S18_4668,39,40.25,1569.75,50,40.25
10230,1,2004-03-15,Shipped,Classic Cars,S12_3148,43,100.0,7016.31,151,163.17000000000002
10230,3,2004-03-15,Shipped,Classic Cars,S18_4027,42,100.0,7238.28,143,172.34
10230,5,2004-03-15,Shipped,Classic Cars,S24_4048,45,100.0,4737.15,118,105.27
10230,6,2004-03-15,Shipped,Classic Cars,S24_1444,36,54.33,1955.88,57,54.330000000000005
10230,8,2004-03-15,Shipped,Classic Cars,S18_2238,49,100.0,7300.51,163,148.99
10231,1,2004-03-19,Shipped,Classic Cars,S12_3891,49,100.0,6952.12,173,141.88
10231,2,2004-03-19,Shipped,Classic Cars,S12_1108,42,100.0,8378.58,207,199.49
10232,5,2004-03-20,Shipped,Vintage Cars,S18_4522,23,89.53,2059.19,87,89.53
10232,6,2004-03-20,Shipped,Vintage Cars,S18_3140,22,100.0,3606.02,136,163.91
10233,2,2004-03-29,Shipped,Vintage Cars,S24_3151,40,94.71,3788.4,88,94.71000000000001
10235,6,2004-04-02,Shipped,Vintage Cars,S32_4289,34,77.73,2642.82,68,77.73
10235,7,2004-04-02,Shipped,Vintage Cars,S50_1341,41,35.35,1449.35,43,35.349999999999994
10238,1,2004-04-09,Shipped,Classic Cars,S12_3380,29,100.0,3167.38,117,109.22
10238,2,2004-04-09,Shipped,Classic Cars,S24_3371,47,62.45,2935.15,61,62.45
10238,3,2004-04-09,Shipped,Classic Cars,S12_1099,28,100.0,5774.72,194,206.24
10238,4,2004-04-09,Shipped,Classic Cars,S12_3990,20,74.21,1484.2,79,74.21000000000001
10238,5,2004-04-09,Shipped,Classic Cars,S18_3482,49,100.0,6554.24,146,133.76
10238,6,2004-04-09,Shipped,Classic Cars,S18_3278,41,73.17,2999.97,80,73.17
10238,7,2004-04-09,Shipped,Classic Cars,S24_4620,22,93.77,2062.94,80,93.77
10238,8,2004-04-09,Shipped,Classic Cars,S18_4721,44,100.0,6350.96,148,144.34
10239,1,2004-04-12,Shipped,Classic Cars,S18_3232,47,100.0,7083.37,169,150.71
10239,2,2004-04-12,Shipped,Classic Cars,S24_2972,20,44.56,891.2,37,44.56
10239,3,2004-04-12,Shipped,Classic Cars,S24_3856,29,100.0,4479.63,140,154.47
10239,4,2004-04-12,Shipped,Classic Cars,S18_1889,46,73.92,3400.32,77,73.92
10239,5,2004-04-12,Shipped,Classic Cars,S12_4675,21,93.28,1958.88,115,93.28
10240,1,2004-04-13,Shipped,Classic Cars,S18_3685,37,100.0,5959.22,141,161.06
10240,2,2004-04-13,Shipped,Classic Cars,S18_1984,37,100.0,5526.32,142,149.35999999999999
10240,3,2004-04-13,Shipped,Classic Cars,S18_1129,41,100.0,5628.89,141,137.29000000000002
10241,1,2004-04-13,Shipped,Vintage Cars,S18_2248,33,72.65,2397.45,60,72.64999999999999
10241,2,2004-04-13,Shipped,Vintage Cars,S18_1749,41,100.0,7597.3,170,185.3
10241,3,2004-04-13,Shipped,Vintage Cars,S18_4409,42,90.19,3787.98,92,90.19
10241,4,2004-04-13,Shipped,Classic Cars,S18_4933,30,66.99,2009.7,71,66.99
10241,5,2004-04-13,Shipped,Classic Cars,S24_2887,28,98.65,2762.2,117,98.64999999999999
10241,6,2004-04-13,Shipped,Classic Cars,S24_2766,47,94.5,4441.5,90,94.5
10241,7,2004-04-13,Shipped,Classic Cars,S24_3191,26,81.33,2114.58,85,81.33
10241,8,2004-04-13,Shipped,Classic Cars,S24_1046,22,76.43,1681.46,73,76.43
10241,9,2004-04-13,Shipped,Classic Cars,S24_3432,27,86.73,2341.71,107,86.73
10241,10,2004-04-13,Shipped,Classic Cars,S24_1628,21,40.25,845.25,50,40.25
10241,11,2004-04-13,Shipped,Classic Cars,S18_1589,21,100.0,2508.66,124,119.46
10241,12,2004-04-13,Shipped,Classic Cars,S18_2870,44,100.0,6853.44,132,155.76
10242,1,2004-04-20,Shipped,Vintage Cars,S24_3969,46,36.93,1698.78,41,36.93
10243,1,2004-04-26,Shipped,Vintage Cars,S24_1937,33,29.54,974.82,33,29.540000000000003
10243,2,2004-04-26,Shipped,Vintage Cars,S18_2325,47,100.0,6154.18,127,130.94
10244,1,2004-04-29,Shipped,Vintage Cars,S18_2949,30,100.0,3525.6,101,117.52
10244,2,2004-04-29,Shipped,Vintage Cars,S18_3136,29,100.0,3340.51,104,115.19000000000001
10244,3,2004-04-29,Shipped,Vintage Cars,S18_2957,24,58.09,1394.16,62,58.09
10244,4,2004-04-29,Shipped,Vintage Cars,S24_4258,40,86.68,3467.2,97,86.67999999999999
10244,5,2004-04-29,Shipped,Vintage Cars,S18_3320,36,84.33,3035.88,99,84.33
10244,6,2004-04-29,Shipped,Vintage Cars,S18_1367,20,58.22,1164.4,53,58.220000000000006
10244,7,2004-04-29,Shipped,Vintage Cars,S18_1342,40,100.0,4684.8,102,117.12
10244,8,2004-04-29,Shipped,Vintage Cars,S18_2795,43,100.0,5950.34,168,138.38
10244,9,2004-04-29,Shipped,Vintage Cars,S24_2022,39,45.25,1764.75,44,45.25
10245,2,2004-05-04,Shipped,Classic Cars,S10_4962,28,100.0,4591.72,147,163.99
10245,4,2004-05-04,Shipped,Classic Cars,S700_2824,44,100.0,4628.8,101,105.2
10245,7,2004-05-04,Shipped,Vintage Cars,S18_4668,45,59.87,2694.15,50,59.870000000000005
10245,9,2004-05-04,Shipped,Classic Cars,S10_1949,34,100.0,6120.34,214,180.01
10246,1,2004-05-05,Shipped,Classic Cars,S24_4048,46,100.0,6311.2,118,137.2
10246,2,2004-05-05,Shipped,Classic Cars,S24_1444,44,52.6,2314.4,57,52.6
10246,4,2004-05-05,Shipped,Classic Cars,S18_2238,40,100.0,6549.2,163,163.73
10246,6,2004-05-05,Shipped,Classic Cars,S24_2840,49,36.07,1767.43,35,36.07
10246,9,2004-05-05,Shipped,Classic Cars,S18_3232,36,100.0,7132.68,169,198.13
10247,1,2004-05-05,Shipped,Classic Cars,S12_3891,27,100.0,4157.73,173,153.98999999999998
10247,2,2004-05-05,Shipped,Classic Cars,S12_1108,44,100.0,10606.2,207,241.05
10247,3,2004-05-05,Shipped,Classic Cars,S12_3148,25,100.0,4381.25,151,175.25
10247,5,2004-05-05,Shipped,Classic Cars,S18_4027,48,100.0,6756.0,143,140.75
10249,2,2004-05-08,Shipped,Vintage Cars,S24_3420,25,69.7,1742.5,65,69.7
10249,5,2004-05-08,Shipped,Vintage Cars,S18_3856,46,100.0,5600.5,105,121.75
10250,7,2004-05-11,Shipped,Vintage Cars,S32_4289,50,61.22,3061.0,68,61.22
10250,8,2004-05-11,Shipped,Vintage Cars,S50_1341,36,51.93,1869.48,43,51.93
10252,1,2004-05-26,Shipped,Classic Cars,S18_3482,41,100.0,6749.83,146,164.63
10252,2,2004-05-26,Shipped,Classic Cars,S18_3278,20,76.39,1527.8,80,76.39
10252,3,2004-05-26,Shipped,Classic Cars,S24_4620,38,87.31,3317.78,80,87.31
10252,4,2004-05-26,Shipped,Classic Cars,S18_4721,26,100.0,3559.4,148,136.9
10255,1,2004-06-04,Shipped,Vintage Cars,S18_2795,24,100.0,3726.0,168,155.25
10255,2,2004-06-04,Shipped,Vintage Cars,S24_2022,37,45.7,1690.9,44,45.7
10256,1,2004-06-08,Shipped,Vintage Cars,S18_1367,29,51.75,1500.75,53,51.75
10256,2,2004-06-08,Shipped,Vintage Cars,S18_1342,34,95.55,3248.7,102,95.55
10257,1,2004-06-14,Shipped,Vintage Cars,S18_2949,50,88.14,4407.0,101,88.14
10257,2,2004-06-14,Shipped,Vintage Cars,S18_3136,37,84.82,3138.34,104,84.82000000000001
10257,3,2004-06-14,Shipped,Vintage Cars,S18_2957,49,53.72,2632.28,62,53.720000000000006
10257,4,2004-06-14,Shipped,Vintage Cars,S24_4258,46,78.89,3628.94,97,78.89
10257,5,2004-06-14,Shipped,Vintage Cars,S18_3320,26,89.29,2321.54,99,89.28999999999999
10258,1,2004-06-15,Shipped,Classic Cars,S700_2824,45,80.92,3641.4,101,80.92
10258,4,2004-06-15,Shipped,Vintage Cars,S18_4668,21,59.87,1257.27,50,59.87
10258,6,2004-06-15,Shipped,Classic Cars,S10_1949,32,100.0,7680.64,214,240.02
10259,1,2004-06-15,Shipped,Classic Cars,S24_1444,28,46.82,1310.96,57,46.82
10259,3,2004-06-15,Shipped,Classic Cars,S18_2238,30,100.0,5697.9,163,189.92999999999998
10259,5,2004-06-15,Shipped,Classic Cars,S24_2840,31,33.24,1030.44,35,33.24
10259,8,2004-06-15,Shipped,Classic Cars,S18_3232,27,100.0,3657.69,169,135.47
10259,12,2004-06-15,Shipped,Classic Cars,S10_4962,26,100.0,4033.38,147,155.13
10261,1,2004-06-17,Shipped,Classic Cars,S10_4757,27,100.0,3378.24,136,125.11999999999999
10261,3,2004-06-17,Shipped,Vintage Cars,S24_3151,22,91.17,2005.74,88,91.17
10261,9,2004-06-17,Shipped,Vintage Cars,S18_4522,20,89.53,1790.6,87,89.53
10264,1,2004-06-30,Shipped,Classic Cars,S24_4620,47,83.27,3913.69,80,83.27
10264,2,2004-06-30,Shipped,Classic Cars,S18_4721,20,100.0,2410.6,148,120.53
10265,1,2004-07-02,Shipped,Classic Cars,S18_3482,49,100.0,8427.02,146,171.98000000000002
10265,2,2004-07-02,Shipped,Classic Cars,S18_3278,45,86.84,3907.8,80,86.84
10266,1,2004-07-06,Shipped,Classic Cars,S24_1628,28,48.3,1352.4,50,48.300000000000004
10266,2,2004-07-06,Shipped,Classic Cars,S18_1589,36,100.0,5196.6,124,144.35000000000002
10266,3,2004-07-06,Shipped,Classic Cars,S18_2870,20,100.0,2824.8,132,141.24
10266,4,2004-07-06,Shipped,Classic Cars,S18_3685,33,100.0,5035.14,141,152.58
10266,5,2004-07-06,Shipped,Classic Cars,S18_1984,49,100.0,6203.4,142,126.6
10266,6,2004-07-06,Shipped,Classic Cars,S18_1129,21,100.0,2526.51,141,120.31000000000002
10266,7,2004-07-06,Shipped,Classic Cars,S18_3232,29,100.0,4812.55,169,165.95000000000002
10266,8,2004-07-06,Shipped,Classic Cars,S24_2972,34,40.4,1373.6,37,40.4
10266,9,2004-07-06,Shipped,Classic Cars,S24_3856,24,100.0,2932.08,140,122.17
10266,10,2004-07-06,Shipped,Classic Cars,S18_1889,33,74.69,2464.77,77,74.69
10266,11,2004-07-06,Shipped,Classic Cars,S12_4675,40,100.0,4468.4,115,111.71
10266,12,2004-07-06,Shipped,Classic Cars,S12_3380,22,100.0,2454.54,117,111.57
10266,13,2004-07-06,Shipped,Classic Cars,S24_3371,47,62.45,2935.15,61,62.45
10266,14,2004-07-06,Shipped,Classic Cars,S12_1099,44,100.0,9160.36,194,208.19000000000003
10266,15,2004-07-06,Shipped,Classic Cars,S12_3990,35,76.61,2681.35,79,76.61
10267,1,2004-07-07,Shipped,Classic Cars,S18_4933,36,75.55,2719.8,71,75.55000000000001
10267,2,2004-07-07,Shipped,Classic Cars,S24_2887,43,100.0,4645.72,117,108.04
10267,3,2004-07-07,Shipped,Classic Cars,S24_2766,38,87.24,3315.12,90,87.24
10267,4,2004-07-07,Shipped,Classic Cars,S24_3191,44,96.74,4256.56,85,96.74000000000001
10267,5,2004-07-07,Shipped,Classic Cars,S24_1046,40,80.1,3204.0,73,80.1
10267,6,2004-07-07,Shipped,Classic Cars,S24_3432,43,100.0,5110.98,107,118.85999999999999
10269,1,2004-07-16,Shipped,Vintage Cars,S18_2957,32,63.08,2018.56,62,63.08
10269,2,2004-07-16,Shipped,Vintage Cars,S24_4258,48,97.39,4674.72,97,97.39
10270,2,2004-07-19,Shipped,Classic Cars,S10_4962,32,100.0,4302.08,147,134.44
10270,4,2004-07-19,Shipped,Classic Cars,S700_2824,46,88.0,4048.0,101,88.0
10270,7,2004-07-19,Shipped,Vintage Cars,S18_4668,44,58.36,2567.84,50,58.36000000000001
10270,9,2004-07-19,Shipped,Classic Cars,S10_1949,21,100.0,4905.39,214,233.59
10270,10,2004-07-19,Shipped,Vintage Cars,S18_2949,31,96.24,2983.44,101,96.24
10270,11,2004-07-19,Shipped,Vintage Cars,S18_3136,38,100.0,4775.08,104,125.66
10271,1,2004-07-20,Shipped,Classic Cars,S24_4048,22,100.0,3070.54,118,139.57
10271,2,2004-07-20,Shipped,Classic Cars,S24_1444,45,64.74,2913.3,57,64.74000000000001
10271,4,2004-07-20,Shipped,Classic Cars,S18_2238,50,100.0,9169.0,163,183.38
10271,6,2004-07-20,Shipped,Classic Cars,S24_2840,38,41.72,1585.36,35,41.72
10271,9,2004-07-20,Shipped,Classic Cars,S18_3232,20,100.0,3928.6,169,196.43
10272,1,2004-07-20,Shipped,Classic Cars,S12_3891,39,100.0,7962.24,173,204.16
10272,2,2004-07-20,Shipped,Classic Cars,S12_1108,35,100.0,5818.4,207,166.23999999999998
10272,3,2004-07-20,Shipped,Classic Cars,S12_3148,27,100.0,4283.01,151,158.63
10272,5,2004-07-20,Shipped,Classic Cars,S18_4027,25,100.0,3734.0,143,149.36
10273,1,2004-07-21,Shipped,Vintage Cars,S18_3856,50,85.75,4287.5,105,85.75
10273,3,2004-07-21,Shipped,Vintage Cars,S24_3816,48,83.02,3984.96,83,83.02
10273,4,2004-07-21,Shipped,Classic Cars,S10_4757,30,100.0,3508.8,136,116.96000000000001
10273,6,2004-07-21,Shipped,Vintage Cars,S24_3151,27,100.0,2796.12,88,103.56
10273,12,2004-07-21,Shipped,Vintage Cars,S18_4522,33,71.09,2345.97,87,71.08999999999999
10273,13,2004-07-21,Shipped,Vintage Cars,S18_3140,40,100.0,5026.4,136,125.66
10274,3,2004-07-21,Shipped,Vintage Cars,S24_3420,24,72.33,1735.92,65,72.33
10275,12,2004-07-23,Shipped,Vintage Cars,S32_4289,28,63.97,1791.16,68,63.970000000000006
10275,13,2004-07-23,Shipped,Vintage Cars,S50_1341,38,45.39,1724.82,43,45.39
10276,1,2004-08-02,Shipped,Classic Cars,S12_3380,47,100.0,5464.69,117,116.27
10276,2,2004-08-02,Shipped,Classic Cars,S24_3371,20,61.23,1224.6,61,61.23
10276,3,2004-08-02,Shipped,Classic Cars,S12_1099,50,100.0,9631.0,194,192.62
10276,4,2004-08-02,Shipped,Classic Cars,S12_3990,38,83.79,3184.02,79,83.79
10276,5,2004-08-02,Shipped,Classic Cars,S18_3482,30,100.0,3924.6,146,130.82
10276,6,2004-08-02,Shipped,Classic Cars,S18_3278,38,69.96,2658.48,80,69.96
10276,7,2004-08-02,Shipped,Classic Cars,S24_4620,48,75.18,3608.64,80,75.17999999999999
10276,8,2004-08-02,Shipped,Classic Cars,S18_4721,48,100.0,5713.92,148,119.04
10277,1,2004-08-04,Shipped,Classic Cars,S12_4675,28,100.0,3127.88,115,111.71000000000001
10278,1,2004-08-06,Shipped,Classic Cars,S24_1628,35,45.28,1584.8,50,45.28
10278,2,2004-08-06,Shipped,Classic Cars,S18_1589,23,100.0,2604.52,124,113.24
10278,3,2004-08-06,Shipped,Classic Cars,S18_2870,39,100.0,4324.32,132,110.88
10278,4,2004-08-06,Shipped,Classic Cars,S18_3685,31,100.0,4116.8,141,132.8
10278,5,2004-08-06,Shipped,Classic Cars,S18_1984,29,100.0,3754.05,142,129.45000000000002
10278,6,2004-08-06,Shipped,Classic Cars,S18_1129,34,100.0,4667.86,141,137.29
